NODES	DATETIME	AUTOMATION_RCVD	WL_BUILD	WL_RELEASE
COAG1	2019-11-05 03:00:00	NA	91	150
COAG1	2019-11-05 04:00:00	NA	57	NA
COAG1	2019-11-05 05:00:00	NA	182	298
COAG1	2019-11-05 06:00:00	NA	11	74
COAG1	2019-11-05 07:00:00	NA	5	129
COAG1	2019-11-05 08:00:00	NA	NA	11
COAG1	2019-11-05 09:00:00	NA	NA	2
COAG1	2019-11-05 10:00:00	NA	NA	4
COAG1	2019-11-05 11:00:00	NA	NA	3
COAG1	2019-11-05 12:00:00	NA	NA	11
COAG1	2019-11-05 13:00:00	NA	NA	12
COAG1	2019-11-05 14:00:00	NA	NA	6
COAG1	2019-11-05 15:00:00	NA	NA	6
COAG1	2019-11-05 16:00:00	NA	NA	15
COAG1	2019-11-05 17:00:00	NA	NA	4
COAG1	2019-11-05 18:00:00	NA	NA	3
COAG1	2019-11-05 19:00:00	NA	NA	1
COAG1	2019-11-05 20:00:00	NA	NA	4
COAG1	2019-11-05 23:00:00	NA	NA	4
COAG1	2019-11-06 00:00:00	NA	136	3
COBAS5S	2019-11-01 00:00:00	NA	14	18
COBAS5S	2019-11-01 01:00:00	NA	373	850
COBAS5S	2019-11-01 02:00:00	NA	300	9
COBAS5S	2019-11-01 03:00:00	NA	596	1
COBAS5S	2019-11-01 04:00:00	NA	372	1
COBAS5S	2019-11-01 05:00:00	NA	232	1
COBAS5S	2019-11-01 06:00:00	NA	357	1936
COBAS5S	2019-11-01 07:00:00	NA	80	369
COBAS5S	2019-11-01 08:00:00	NA	3	15
COBAS5S	2019-11-01 09:00:00	NA	NA	20
COBAS5S	2019-11-01 10:00:00	NA	NA	38
COBAS5S	2019-11-01 11:00:00	NA	NA	55
COBAS5S	2019-11-01 12:00:00	NA	NA	6
COBAS5S	2019-11-01 13:00:00	NA	NA	5
COBAS5S	2019-11-01 14:00:00	NA	NA	18
COBAS5S	2019-11-01 15:00:00	NA	NA	12
COBAS5S	2019-11-01 16:00:00	NA	NA	6
COBAS5S	2019-11-01 17:00:00	NA	17	12
COBAS5S	2019-11-01 18:00:00	NA	NA	9
COBAS5S	2019-11-01 19:00:00	NA	NA	1
COBAS5S	2019-11-01 20:00:00	NA	NA	1
COBAS5S	2019-11-01 21:00:00	NA	299	21
COBAS5S	2019-11-01 22:00:00	NA	149	7
COBAS5S	2019-11-01 23:00:00	NA	375	26
COBAS5S	2019-11-02 00:00:00	NA	157	6
COBAS5S	2019-11-02 01:00:00	NA	224	955
COBAS5S	2019-11-02 02:00:00	NA	447	3
COBAS5S	2019-11-02 03:00:00	NA	375	NA
COBAS5S	2019-11-02 04:00:00	NA	297	NA
COBAS5S	2019-11-02 05:00:00	NA	300	1251
COBAS5S	2019-11-02 06:00:00	NA	222	362
COBAS5S	2019-11-02 07:00:00	NA	41	266
COBAS5S	2019-11-02 08:00:00	NA	NA	23
COBAS5S	2019-11-02 11:00:00	NA	NA	1
COBAS5S	2019-11-02 12:00:00	NA	NA	1
COBAS5S	2019-11-02 14:00:00	NA	NA	1
COBAS5S	2019-11-02 15:00:00	NA	11	NA
COBAS5S	2019-11-02 16:00:00	NA	NA	4
COBAS5S	2019-11-02 17:00:00	NA	NA	1
COBAS5S	2019-11-02 18:00:00	NA	NA	1
COBAS5S	2019-11-02 19:00:00	NA	NA	2
COBAS5S	2019-11-02 22:00:00	NA	NA	1
COBAS5S	2019-11-02 23:00:00	NA	NA	3
COBAS5S	2019-11-03 00:00:00	NA	NA	1
COBAS5S	2019-11-03 03:00:00	NA	NA	1
COBAS5S	2019-11-03 11:00:00	NA	NA	1
COBAS5S	2019-11-03 12:00:00	NA	NA	3
COBAS5S	2019-11-03 16:00:00	NA	NA	10
COBAS5S	2019-11-03 17:00:00	NA	NA	2
COBAS5S	2019-11-03 18:00:00	NA	NA	1
COBAS5S	2019-11-03 19:00:00	NA	2	NA
COBAS5S	2019-11-03 20:00:00	NA	NA	10
COBAS5S	2019-11-03 21:00:00	NA	NA	1
COBAS5S	2019-11-03 22:00:00	NA	300	2
COBAS5S	2019-11-03 23:00:00	NA	241	1
COBAS5S	2019-11-04 00:00:00	NA	43	NA
COBAS5S	2019-11-04 01:00:00	NA	1	579
COBAS5S	2019-11-04 02:00:00	NA	1	2
COBAS5S	2019-11-04 03:00:00	NA	NA	3
COBAS5S	2019-11-04 08:00:00	NA	NA	5
COBAS5S	2019-11-04 09:00:00	NA	NA	22
COBAS5S	2019-11-04 10:00:00	NA	NA	19
COBAS5S	2019-11-04 11:00:00	NA	NA	5
COBAS5S	2019-11-04 12:00:00	NA	NA	9
COBAS5S	2019-11-04 13:00:00	NA	NA	50
COBAS5S	2019-11-04 14:00:00	NA	NA	7
COBAS5S	2019-11-04 15:00:00	NA	3	6
COBAS5S	2019-11-04 16:00:00	NA	NA	20
COBAS5S	2019-11-04 17:00:00	NA	NA	18
COBAS5S	2019-11-04 18:00:00	NA	NA	7
COBAS5S	2019-11-04 19:00:00	NA	NA	6
COBAS5S	2019-11-04 20:00:00	NA	NA	11
COBAS5S	2019-11-04 21:00:00	NA	NA	19
COBAS5S	2019-11-04 22:00:00	NA	540	1
COBAS5S	2019-11-04 23:00:00	NA	300	13
COBAS5S	2019-11-05 00:00:00	NA	225	744
COBAS5S	2019-11-05 01:00:00	NA	378	34
COBAS5S	2019-11-05 02:00:00	NA	450	19
COBAS5S	2019-11-05 03:00:00	NA	448	1180
COBAS5S	2019-11-05 04:00:00	NA	375	501
COBAS5S	2019-11-05 05:00:00	NA	374	378
COBAS5S	2019-11-05 06:00:00	NA	340	302
COBAS5S	2019-11-05 07:00:00	NA	315	500
COBAS5S	2019-11-05 08:00:00	NA	49	114
COBAS5S	2019-11-05 09:00:00	NA	NA	4
COBAS5S	2019-11-05 10:00:00	NA	NA	10
COBAS5S	2019-11-05 11:00:00	NA	NA	12
COBAS5S	2019-11-05 12:00:00	NA	NA	11
COBAS5S	2019-11-05 13:00:00	NA	NA	17
COBAS5S	2019-11-05 14:00:00	NA	NA	10
COBAS5S	2019-11-05 15:00:00	NA	NA	14
COBAS5S	2019-11-05 16:00:00	NA	29	21
COBAS5S	2019-11-05 17:00:00	NA	NA	30
COBAS5S	2019-11-05 18:00:00	NA	NA	2
COBAS5S	2019-11-05 19:00:00	NA	NA	9
COBAS5S	2019-11-05 20:00:00	NA	NA	5
COBAS5S	2019-11-05 21:00:00	NA	225	7
COBAS5S	2019-11-05 22:00:00	NA	378	40
COBAS5S	2019-11-05 23:00:00	NA	449	29
COBAS5S	2019-11-06 00:00:00	NA	76	11
COBAS7S	2019-11-01 00:00:00	NA	6	55
COBAS7S	2019-11-01 01:00:00	NA	1491	740
COBAS7S	2019-11-01 02:00:00	NA	1812	55
COBAS7S	2019-11-01 03:00:00	NA	2169	1664
COBAS7S	2019-11-01 04:00:00	NA	1700	3614
COBAS7S	2019-11-01 05:00:00	NA	1255	1209
COBAS7S	2019-11-01 06:00:00	NA	1211	2755
COBAS7S	2019-11-01 07:00:00	NA	225	863
COBAS7S	2019-11-01 08:00:00	NA	14	7
COBAS7S	2019-11-01 09:00:00	NA	NA	26
COBAS7S	2019-11-01 10:00:00	NA	NA	58
COBAS7S	2019-11-01 11:00:00	NA	NA	82
COBAS7S	2019-11-01 12:00:00	NA	NA	40
COBAS7S	2019-11-01 13:00:00	NA	NA	32
COBAS7S	2019-11-01 14:00:00	NA	NA	52
COBAS7S	2019-11-01 15:00:00	NA	NA	54
COBAS7S	2019-11-01 16:00:00	NA	NA	17
COBAS7S	2019-11-01 17:00:00	NA	48	17
COBAS7S	2019-11-01 18:00:00	NA	NA	22
COBAS7S	2019-11-01 19:00:00	NA	NA	7
COBAS7S	2019-11-01 20:00:00	NA	NA	4
COBAS7S	2019-11-01 21:00:00	NA	1136	60
COBAS7S	2019-11-01 22:00:00	NA	1163	23
COBAS7S	2019-11-01 23:00:00	NA	1169	115
COBAS7S	2019-11-02 00:00:00	NA	773	1948
COBAS7S	2019-11-02 01:00:00	NA	1425	1529
COBAS7S	2019-11-02 02:00:00	NA	1588	5
COBAS7S	2019-11-02 03:00:00	NA	1752	247
COBAS7S	2019-11-02 04:00:00	NA	1894	3021
COBAS7S	2019-11-02 05:00:00	NA	1550	2320
COBAS7S	2019-11-02 06:00:00	NA	705	3787
COBAS7S	2019-11-02 07:00:00	NA	81	306
COBAS7S	2019-11-02 08:00:00	NA	14	31
COBAS7S	2019-11-02 09:00:00	NA	NA	1
COBAS7S	2019-11-02 12:00:00	NA	NA	7
COBAS7S	2019-11-02 13:00:00	NA	NA	1
COBAS7S	2019-11-02 14:00:00	NA	NA	2
COBAS7S	2019-11-02 15:00:00	NA	30	19
COBAS7S	2019-11-02 16:00:00	NA	NA	6
COBAS7S	2019-11-02 17:00:00	NA	NA	3
COBAS7S	2019-11-02 18:00:00	NA	NA	1
COBAS7S	2019-11-02 19:00:00	NA	NA	4
COBAS7S	2019-11-02 20:00:00	NA	NA	5
COBAS7S	2019-11-02 21:00:00	NA	NA	1
COBAS7S	2019-11-02 22:00:00	NA	NA	1
COBAS7S	2019-11-02 23:00:00	NA	NA	13
COBAS7S	2019-11-03 00:00:00	NA	NA	8
COBAS7S	2019-11-03 03:00:00	NA	NA	1
COBAS7S	2019-11-03 11:00:00	NA	NA	1
COBAS7S	2019-11-03 12:00:00	NA	NA	12
COBAS7S	2019-11-03 13:00:00	NA	NA	1
COBAS7S	2019-11-03 15:00:00	NA	NA	3
COBAS7S	2019-11-03 16:00:00	NA	NA	7
COBAS7S	2019-11-03 17:00:00	NA	NA	5
COBAS7S	2019-11-03 18:00:00	NA	NA	3
COBAS7S	2019-11-03 19:00:00	NA	NA	1
COBAS7S	2019-11-03 20:00:00	NA	NA	59
COBAS7S	2019-11-03 21:00:00	NA	573	NA
COBAS7S	2019-11-03 22:00:00	NA	1272	5
COBAS7S	2019-11-03 23:00:00	NA	629	2
COBAS7S	2019-11-04 00:00:00	NA	171	1738
COBAS7S	2019-11-04 01:00:00	NA	5	907
COBAS7S	2019-11-04 02:00:00	NA	NA	4
COBAS7S	2019-11-04 03:00:00	NA	NA	2
COBAS7S	2019-11-04 04:00:00	NA	NA	1
COBAS7S	2019-11-04 07:00:00	NA	NA	1
COBAS7S	2019-11-04 08:00:00	NA	NA	7
COBAS7S	2019-11-04 09:00:00	NA	NA	27
COBAS7S	2019-11-04 10:00:00	NA	NA	33
COBAS7S	2019-11-04 11:00:00	NA	NA	31
COBAS7S	2019-11-04 12:00:00	NA	NA	24
COBAS7S	2019-11-04 13:00:00	NA	NA	34
COBAS7S	2019-11-04 14:00:00	NA	NA	35
COBAS7S	2019-11-04 15:00:00	NA	7	35
COBAS7S	2019-11-04 16:00:00	NA	NA	99
COBAS7S	2019-11-04 17:00:00	NA	1	53
COBAS7S	2019-11-04 18:00:00	NA	1	35
COBAS7S	2019-11-04 19:00:00	NA	NA	38
COBAS7S	2019-11-04 20:00:00	NA	NA	23
COBAS7S	2019-11-04 21:00:00	NA	961	70
COBAS7S	2019-11-04 22:00:00	NA	1596	14
COBAS7S	2019-11-04 23:00:00	NA	961	63
COBAS7S	2019-11-05 00:00:00	NA	732	3299
COBAS7S	2019-11-05 01:00:00	NA	1846	157
COBAS7S	2019-11-05 02:00:00	NA	1822	40
COBAS7S	2019-11-05 03:00:00	NA	2160	1131
COBAS7S	2019-11-05 04:00:00	NA	1645	2760
COBAS7S	2019-11-05 05:00:00	NA	1835	4382
COBAS7S	2019-11-05 06:00:00	NA	1608	2270
COBAS7S	2019-11-05 07:00:00	NA	1137	1924
COBAS7S	2019-11-05 08:00:00	NA	118	743
COBAS7S	2019-11-05 09:00:00	NA	2	54
COBAS7S	2019-11-05 10:00:00	NA	NA	23
COBAS7S	2019-11-05 11:00:00	NA	NA	35
COBAS7S	2019-11-05 12:00:00	NA	NA	35
COBAS7S	2019-11-05 13:00:00	NA	NA	62
COBAS7S	2019-11-05 14:00:00	NA	NA	39
COBAS7S	2019-11-05 15:00:00	NA	NA	47
COBAS7S	2019-11-05 16:00:00	NA	54	87
COBAS7S	2019-11-05 17:00:00	NA	1	61
COBAS7S	2019-11-05 18:00:00	NA	NA	15
COBAS7S	2019-11-05 19:00:00	NA	NA	41
COBAS7S	2019-11-05 20:00:00	NA	NA	20
COBAS7S	2019-11-05 21:00:00	NA	1247	42
COBAS7S	2019-11-05 22:00:00	NA	1030	74
COBAS7S	2019-11-05 23:00:00	NA	1860	96
COBAS7S	2019-11-06 00:00:00	NA	209	1803
COBAS7S2	2019-11-01 01:00:00	NA	14	56
COBAS7S2	2019-11-01 02:00:00	NA	27	NA
COBAS7S2	2019-11-01 03:00:00	NA	42	NA
COBAS7S2	2019-11-01 04:00:00	NA	29	50
COBAS7S2	2019-11-01 05:00:00	NA	16	NA
COBAS7S2	2019-11-01 06:00:00	NA	13	88
COBAS7S2	2019-11-01 07:00:00	NA	17	13
COBAS7S2	2019-11-01 08:00:00	NA	NA	2
COBAS7S2	2019-11-01 17:00:00	NA	5	NA
COBAS7S2	2019-11-01 21:00:00	NA	20	5
COBAS7S2	2019-11-01 22:00:00	NA	6	NA
COBAS7S2	2019-11-01 23:00:00	NA	13	1
COBAS7S2	2019-11-02 00:00:00	NA	4	NA
COBAS7S2	2019-11-02 01:00:00	NA	12	39
COBAS7S2	2019-11-02 02:00:00	NA	19	NA
COBAS7S2	2019-11-02 03:00:00	NA	21	NA
COBAS7S2	2019-11-02 04:00:00	NA	17	21
COBAS7S2	2019-11-02 05:00:00	NA	11	38
COBAS7S2	2019-11-02 06:00:00	NA	15	26
COBAS7S2	2019-11-02 07:00:00	NA	8	NA
COBAS7S2	2019-11-02 08:00:00	NA	NA	4
COBAS7S2	2019-11-02 15:00:00	NA	3	NA
COBAS7S2	2019-11-03 20:00:00	NA	NA	3
COBAS7S2	2019-11-03 21:00:00	NA	12	NA
COBAS7S2	2019-11-03 22:00:00	NA	22	NA
COBAS7S2	2019-11-03 23:00:00	NA	12	NA
COBAS7S2	2019-11-04 01:00:00	NA	NA	46
COBAS7S2	2019-11-04 15:00:00	NA	1	NA
COBAS7S2	2019-11-04 21:00:00	NA	13	1
COBAS7S2	2019-11-04 22:00:00	NA	34	NA
COBAS7S2	2019-11-04 23:00:00	NA	18	NA
COBAS7S2	2019-11-05 00:00:00	NA	18	47
COBAS7S2	2019-11-05 01:00:00	NA	11	NA
COBAS7S2	2019-11-05 02:00:00	NA	29	NA
COBAS7S2	2019-11-05 03:00:00	NA	32	37
COBAS7S2	2019-11-05 04:00:00	NA	17	33
COBAS7S2	2019-11-05 05:00:00	NA	20	40
COBAS7S2	2019-11-05 06:00:00	NA	15	12
COBAS7S2	2019-11-05 07:00:00	NA	31	32
COBAS7S2	2019-11-05 08:00:00	NA	9	16
COBAS7S2	2019-11-05 10:00:00	NA	NA	3
COBAS7S2	2019-11-05 16:00:00	NA	7	1
COBAS7S2	2019-11-05 18:00:00	NA	NA	2
COBAS7S2	2019-11-05 21:00:00	NA	13	NA
COBAS7S2	2019-11-05 22:00:00	NA	15	7
COBAS7S2	2019-11-05 23:00:00	NA	39	NA
COBAS7S2	2019-11-06 00:00:00	NA	4	NA
COBAS7U	2019-11-01 00:00:00	NA	92	NA
COBAS7U	2019-11-01 01:00:00	NA	211	NA
COBAS7U	2019-11-01 02:00:00	NA	306	NA
COBAS7U	2019-11-01 03:00:00	NA	160	596
COBAS7U	2019-11-01 04:00:00	NA	48	502
COBAS7U	2019-11-01 05:00:00	NA	201	23
COBAS7U	2019-11-01 06:00:00	NA	52	208
COBAS7U	2019-11-01 07:00:00	NA	3	6
COBAS7U	2019-11-01 08:00:00	NA	NA	2
COBAS7U	2019-11-01 09:00:00	NA	NA	10
COBAS7U	2019-11-01 10:00:00	NA	NA	28
COBAS7U	2019-11-01 11:00:00	NA	NA	29
COBAS7U	2019-11-01 12:00:00	NA	NA	5
COBAS7U	2019-11-01 13:00:00	NA	NA	2
COBAS7U	2019-11-01 14:00:00	NA	NA	1
COBAS7U	2019-11-01 15:00:00	NA	NA	1
COBAS7U	2019-11-01 16:00:00	NA	NA	6
COBAS7U	2019-11-01 17:00:00	NA	5	1
COBAS7U	2019-11-01 19:00:00	NA	NA	1
COBAS7U	2019-11-01 21:00:00	NA	150	NA
COBAS7U	2019-11-01 22:00:00	NA	112	NA
COBAS7U	2019-11-01 23:00:00	NA	132	1
COBAS7U	2019-11-02 00:00:00	NA	206	NA
COBAS7U	2019-11-02 01:00:00	NA	150	NA
COBAS7U	2019-11-02 02:00:00	NA	220	NA
COBAS7U	2019-11-02 03:00:00	NA	80	NA
COBAS7U	2019-11-02 04:00:00	NA	198	NA
COBAS7U	2019-11-02 05:00:00	NA	210	872
COBAS7U	2019-11-02 06:00:00	NA	11	378
COBAS7U	2019-11-02 07:00:00	NA	NA	77
COBAS7U	2019-11-02 08:00:00	NA	NA	7
COBAS7U	2019-11-02 09:00:00	NA	NA	4
COBAS7U	2019-11-02 10:00:00	NA	NA	3
COBAS7U	2019-11-02 13:00:00	NA	NA	1
COBAS7U	2019-11-02 23:00:00	NA	NA	1
COBAS7U	2019-11-04 08:00:00	NA	NA	6
COBAS7U	2019-11-04 09:00:00	NA	NA	15
COBAS7U	2019-11-04 10:00:00	NA	NA	14
COBAS7U	2019-11-04 11:00:00	NA	NA	5
COBAS7U	2019-11-04 12:00:00	NA	NA	7
COBAS7U	2019-11-04 15:00:00	NA	1	4
COBAS7U	2019-11-04 16:00:00	NA	NA	1
COBAS7U	2019-11-04 17:00:00	NA	NA	11
COBAS7U	2019-11-04 18:00:00	NA	NA	1
COBAS7U	2019-11-04 21:00:00	NA	450	NA
COBAS7U	2019-11-04 22:00:00	NA	127	NA
COBAS7U	2019-11-04 23:00:00	NA	173	NA
COBAS7U	2019-11-05 00:00:00	NA	153	3
COBAS7U	2019-11-05 01:00:00	NA	371	3
